gene,length,count,rate
DPT,1719,2,859.5
LCE5A,860,1,860
BEX5,860,1,860
UBL7,1720,2,860
CATSPER1,2581,3,860.3333333333334
PLD2,3443,4,860.75
ADRB3,2585,3,861.6666666666666
CCL8,862,1,862
SSBP4,1725,2,862.5
LRP5,5177,6,862.8333333333334
DUSP10,2589,3,863
CD55,2590,3,863.3333333333334
FBXW10,3456,4,864
HOXA4,1728,2,864
PLXND1,6913,8,864.125
PANX3,1729,2,864.5
SLIRP,865,1,865
MAP6,4329,5,865.8
TTLL1,1736,2,868
DUSP21,868,1,868
PRG3,869,1,869
TBC1D31,3478,4,869.5
CHAD,1739,2,869.5
MRGPRG,870,1,870
SHC1,3481,4,870.25
COPB1,3481,4,870.25
NT5C3A,1742,2,871
MYCN,2613,3,871
PSMB6,871,1,871
GMDS,1743,2,871.5
PWWP2B,2615,3,871.6666666666666
ZNF16,2616,3,872
KRTAP10-12,873,1,873
NOS3,4366,5,873.2
IL17RC,2621,3,873.6666666666666
TOR2A,3496,4,874
CLIC2,2623,3,874.3333333333334
P4HA3,2627,3,875.6666666666666
SYNC,3503,4,875.75
RILPL2,1752,2,876
OPN3,2628,3,876
PINX1,1753,2,876.5
XYLT2,3507,4,876.75
TMEM60,877,1,877
NPM3,877,1,877
LCN2,877,1,877
ZNF878,1756,2,878
CCDC105,1757,2,878.5
CCNA1,1758,2,879
LSP1,2640,3,880
APOC2,880,1,880
CPA3,1762,2,881
HSPA14,1762,2,881
MAGEA6,1762,2,881
TULP2,1763,2,881.5
KRTAP13-2,882,1,882
FCGR2A,2646,3,882
GHDC,2650,3,883.3333333333334
ECHDC3,1767,2,883.5
HSPBP1,1768,2,884
GADD45GIP1,1769,2,884.5
DPYD,4423,5,884.6
CDH16,3539,4,884.75
LBX1,1770,2,885
ANAPC2,2655,3,885
ADA,1770,2,885
IDH2,2658,3,886
ZNF35,2658,3,886
CEP55,2658,3,886
LMF2,2658,3,886
HACE1,5318,6,886.3333333333334
ANKRD45,2660,3,886.6666666666666
RNF167,1775,2,887.5
CDX1,1775,2,887.5
FTSJ3,3551,4,887.75
UFC1,888,1,888
SLC25A20,1778,2,889
NOP14,3556,4,889
MAGOHB,2671,3,890.3333333333334
ADCY10,5342,6,890.3333333333334
FKBP8,1781,2,890.5
ZNF628,3562,4,890.5
PPFIBP2,3563,4,890.75
GPSM1,3566,4,891.5
BBS10,3568,4,892
GDF10,2677,3,892.3333333333334
CETP,1786,2,893
IZUMO2,893,1,893
SIRPB2,2679,3,893
MBD3L1,893,1,893
FCGRT,2681,3,893.6666666666666
DHX40,3575,4,893.75
CST8,894,1,894
LURAP1L,2683,3,894.3333333333334
MGAT2,2683,3,894.3333333333334
CRTAC1,2683,3,894.3333333333334
EPHX1,1789,2,894.5
HS3ST3B1,5369,6,894.8333333333334
GNPAT,2685,3,895
CC2D1A,3581,4,895.25
IFIH1,3581,4,895.25
POLE2,1792,2,896
HPS6,2688,3,896
LCT,6273,7,896.1428571428571
TUBAL3,1793,2,896.5
OTP,2694,3,898
MRPL51,898,1,898
CCDC150,3597,4,899.25
SRRM5,2698,3,899.3333333333334
ARHGAP6,6299,7,899.8571428571429
SLC35F4,2700,3,900
MAP4K1,2700,3,900
MYBL2,2704,3,901.3333333333334
MYOD1,1803,2,901.5
NDUFAF3,902,1,902
VAC14,3609,4,902.25
VPS16,2708,3,902.6666666666666
NXPH2,2709,3,903
RTN4RL1,3614,4,903.5
RNF25,1807,2,903.5
LMNA,3616,4,904
C4orf51,904,1,904
CD1A,1809,2,904.5
ZSCAN10,2716,3,905.3333333333334
SIPA1,3628,4,907
COPS3,1814,2,907
PTPRCAP,907,1,907
LRRC61,1815,2,907.5
DYRK1B,2724,3,908
HPDL,1816,2,908
IPO4,3632,4,908
GLB1L,2725,3,908.3333333333334
BRMS1,1817,2,908.5
NLRP12,3635,4,908.75
MYBPH,1818,2,909
VSIG8,1818,2,909
P2RX6,2727,3,909
SPATA24,909,1,909
TEKT3,1820,2,910
KLHL34,3641,4,910.25
NR1H3,2731,3,910.3333333333334
IFI6,911,1,911
MMP3,1822,2,911
CPSF4,1823,2,911.5
MEI1,4558,5,911.6
MYBBP1A,4558,5,911.6
OR4X2,912,1,912
LUC7L,2737,3,912.3333333333334
COQ9,1827,2,913.5
RNASE1,914,1,914
EVI2A,2742,3,914
MYO1A,3658,4,914.5
TM6SF2,1829,2,914.5
PHYH,1829,2,914.5
TGM1,2744,3,914.6666666666666
CELA2B,915,1,915
COL3A1,5490,6,915
NENF,916,1,916
ORC6,1833,2,916.5
TMEM204,1833,2,916.5
FSD1,1833,2,916.5
NSDHL,1833,2,916.5
ZNF17,2750,3,916.6666666666666
PRX,5502,6,917
SLC15A4,2751,3,917
WDR88,1835,2,917.5
OR9G9,918,1,918
CEP131,3673,4,918.25
PJA1,2755,3,918.3333333333334
FLOT2,2756,3,918.6666666666666
ZNF343,3675,4,918.75
EPHX3,1838,2,919
ACSBG2,2759,3,919.6666666666666
PRSS3,920,1,920
MSMB,920,1,920
GUCY2D,3680,4,920
MYL4,920,1,920
PTGDS,921,1,921
C1orf185,921,1,921
ARHGAP22,2764,3,921.3333333333334
OR6K3,1844,2,922
APOBEC3B,1844,2,922
NPHS1,5535,6,922.5
PPP2R3C,1846,2,923
SLC28A1,2770,3,923.3333333333334
C9,2770,3,923.3333333333334
RBM34,1847,2,923.5
RHPN1,3695,4,923.75
ADRA2B,3696,4,924
CNN1,1848,2,924
CYP3A43,1848,2,924
OR8K5,924,1,924
SF3A3,2774,3,924.6666666666666
IL15RA,1850,2,925
APCS,925,1,925
ZSWIM3,2776,3,925.3333333333334
EPHX2,2776,3,925.3333333333334
CARTPT,926,1,926
IL17F,926,1,926
TRPV2,2779,3,926.3333333333334
RUVBL2,1853,2,926.5
NSMCE1,1853,2,926.5
SLC35A1,1854,2,927
APOA2,927,1,927
TGIF2LY,927,1,927
C1QTNF9,1854,2,927
CPN1,1855,2,927.5
ALDH3B2,2783,3,927.6666666666666
PELI3,2783,3,927.6666666666666
FSCN1,2784,3,928
SLC25A35,2785,3,928.3333333333334
CD151,1857,2,928.5
GLYR1,3718,4,929.5
ACADS,1859,2,929.5
OR4A47,930,1,930
OR4S1,930,1,930
OR4C46,930,1,930
OR10J5,930,1,930
TAGAP,3720,4,930
OR8B4,930,1,930
OR8U1,930,1,930
LRRC69,1861,2,930.5
UHRF2,3723,4,930.75
KIF23,3723,4,930.75
ZC3H18,4654,5,930.8
LEMD1,931,1,931
DCDC2B,1863,2,931.5
TXNDC2,2795,3,931.6666666666666
NTF4,932,1,932
SFSWAP,5593,6,932.1666666666666
ARMCX3,3730,4,932.5
GPT,1865,2,932.5
OR51B4,933,1,933
OR5M9,933,1,933
PYGL,2799,3,933
OR5AR1,933,1,933
SIGIRR,1867,2,933.5
SLC7A13,1867,2,933.5
PECR,1867,2,933.5
PTGES,1868,2,934
ITGB7,2806,3,935.3333333333334
OR2Y1,936,1,936
OR4D11,936,1,936
OR1L4,936,1,936
OR7G1,936,1,936
IL17RE,2808,3,936
OR5L2,936,1,936
OR5M8,936,1,936
DRD2,2808,3,936
OR52J3,936,1,936
KCNB2,3748,4,937
STRAP,1874,2,937
PRSS36,2811,3,937
WARS2,2811,3,937
KRTAP11-1,937,1,937
HENMT1,1874,2,937
CMA1,937,1,937
KCNG2,1876,2,938
GFY,1876,2,938
CTSE,2815,3,938.3333333333334
SPNS3,1877,2,938.5
OR1N1,939,1,939
HYAL3,1878,2,939
OR13J1,939,1,939
OR8S1,939,1,939
OR5J2,939,1,939
CDK18,3756,4,939
RHBDD2,1878,2,939
OR2M7,939,1,939
OR7G3,939,1,939
OR1D5,939,1,939
SPATA31C2,3761,4,940.25
ARHGEF16,2822,3,940.6666666666666
USP29,3763,4,940.75
CALML6,1882,2,941
GZMM,941,1,941
KPNA7,1882,2,941
YTHDF2,2825,3,941.6666666666666
GRAMD1A,2825,3,941.6666666666666
STKLD1,2826,3,942
OR10P1,942,1,942
MICU2,1885,2,942.5
TM6SF1,1885,2,942.5
SNAI2,2828,3,942.6666666666666
UGT2B7,1888,2,944
BCL10,2833,3,944.3333333333334
HBP1,2834,3,944.6666666666666
COPZ1,1890,2,945
OR4D6,945,1,945
OR5D14,945,1,945
OR13D1,945,1,945
OR5I1,945,1,945
OR4A15,945,1,945
SEMA4B,3781,4,945.25
GEMIN4,4729,5,945.8
IGSF21,1892,2,946
DAGLB,2839,3,946.3333333333334
LRRD1,2839,3,946.3333333333334
BAIAP3,4732,5,946.4
ZNF467,2843,3,947.6666666666666
GLYCTK,3791,4,947.75
OR51V1,948,1,948
OR52R1,948,1,948
CAPN14,3792,4,948
PLIN2,1897,2,948.5
OR2L3,2846,3,948.6666666666666
ITGAM,4745,5,949
C1orf68,949,1,949
KLK2,2847,3,949
ACTL6A,1899,2,949.5
DHCR7,2850,3,950
TLR1,2851,3,950.3333333333334
GAP43,1901,2,950.5
OR10A7,951,1,951
ZC2HC1B,951,1,951
SLC16A6,3807,4,951.75
PDLIM7,1904,2,952
C16orf92,953,1,953
EMC9,953,1,953
COCH,2860,3,953.3333333333334
RARRES2,1907,2,953.5
ATP6V1B1,1907,2,953.5
SPATA32,1907,2,953.5
F2RL1,2861,3,953.6666666666666
OR10AD1,954,1,954
OR2G2,954,1,954
DENND4B,5728,6,954.6666666666666
KIRREL3,3820,4,955
AKAP4,2866,3,955.3333333333334
GFRAL,1911,2,955.5
PCDH20,4778,5,955.6
TTR,956,1,956
OR2A2,957,1,957
TAS2R60,957,1,957
OR13C5,957,1,957
PLA2G7,1915,2,957.5
CRLF3,2873,3,957.6666666666666
NDUFB10,958,1,958
PNMT,958,1,958
UPK2,958,1,958
TTLL2,2876,3,958.6666666666666
GP1BB,959,1,959
CRISP1,1918,2,959
CYP7A1,2877,3,959
PLAC8L1,1919,2,959.5
PLA2G4A,2879,3,959.6666666666666
KCNAB3,2879,3,959.6666666666666
DOCK11,6719,7,959.8571428571429
CHI3L1,1920,2,960
OR8U8,960,1,960
GTPBP8,1921,2,960.5
OBP2B,961,1,961
SLC22A1,1922,2,961
DET1,3844,4,961
PEX14,1922,2,961
SERP2,962,1,962
GRM8,3850,4,962.5
OR5C1,963,1,963
OR52W1,963,1,963
LGI4,2891,3,963.6666666666666
TMEM9,2892,3,964
ARMCX6,1928,2,964
VAV1,2892,3,964
GUCY2C,3858,4,964.5
APOA5,1929,2,964.5
PPP1R35,965,1,965
TMEM165,1931,2,965.5
ARHGAP39,4830,5,966
MRGPRD,966,1,966
ZNF143,2900,3,966.6666666666666
GZF1,4834,5,966.8
RBP1,1935,2,967.5
MED26,3871,4,967.75
FBLN1,2904,3,968
ACRV1,1936,2,968
HCRTR2,1936,2,968
THBS2,5811,6,968.5
EVI2B,1937,2,968.5
NUDT15,1938,2,969
EBF4,2908,3,969.3333333333334
PNLDC1,1940,2,970
MAST1,4853,5,970.6
NLRP5,3885,4,971.25
FOXL2,2914,3,971.3333333333334
OR51S1,972,1,972
OR52B2,972,1,972
OR2AE1,972,1,972
OR6T1,972,1,972
C16orf90,972,1,972
SPACA4,973,1,973
PAXBP1,3892,4,973
OR4K15,975,1,975
OR1L3,975,1,975
ACAA2,2926,3,975.3333333333334
NEK11,2926,3,975.3333333333334
CNGA1,2926,3,975.3333333333334
ATP1B3,1951,2,975.5
STAP1,1951,2,975.5
ZNF669,1951,2,975.5
AMN1,1952,2,976
MON1A,3905,4,976.25
NCKAP5L,4882,5,976.4
PPM1N,1953,2,976.5
S100A2,977,1,977
PPP1R7,1954,2,977
UCKL1,1954,2,977
CCNE1,1954,2,977
ALX3,1955,2,977.5
CAPN15,4888,5,977.6
FAM13A,5866,6,977.6666666666666
TMEM211,978,1,978
PRR19,1956,2,978
PDIA2,1956,2,978
POPDC2,1958,2,979
OCIAD1,1958,2,979
ZNF233,2938,3,979.3333333333334
TXNDC5,2938,3,979.3333333333334
MMP20,1959,2,979.5
NEUROD6,1959,2,979.5
MTTP,3920,4,980
DLGAP3,3921,4,980.25
SLC24A3,3922,4,980.5
ADRA1D,2942,3,980.6666666666666
SYF2,1962,2,981
GPR160,1962,2,981
CCDC15,3924,4,981
CYGB,1962,2,981
NUF2,1964,2,982
ARHGEF40,5893,6,982.1666666666666
TRPM5,3929,4,982.25
MORF4L2,1965,2,982.5
SOX9,3931,4,982.75
SIGLEC8,2949,3,983
DDX41,2949,3,983
LIM2,983,1,983
SPOCD1,3933,4,983.25
NLRP8,3934,4,983.5
GRINA,1968,2,984
PSMB7,984,1,984
MCOLN3,2953,3,984.3333333333334
GPR146,1969,2,984.5
MED30,985,1,985
DHRS12,1970,2,985
MTERF1,3941,4,985.25
ACHE,2956,3,985.3333333333334
CHRDL2,1971,2,985.5
PIGQ,2958,3,986
ASS1,1973,2,986.5
NEDD9,4934,5,986.8
ADAMTS13,4934,5,986.8
FAHD1,1974,2,987
CCER1,2962,3,987.3333333333334
TAOK2,4937,5,987.4
PDE6G,988,1,988
IL24,1976,2,988
IFNA5,988,1,988
CRIP2,1976,2,988
OMG,2965,3,988.3333333333334
ETV3L,1977,2,988.5
TLE6,1977,2,988.5
MTMR14,2966,3,988.6666666666666
ARHGAP40,2967,3,989
ICAM1,2967,3,989
HOXA6,989,1,989
GOT1,1978,2,989
PHF23,1978,2,989
OVCH2,1978,2,989
CACNA2D4,5936,6,989.3333333333334
SLC3A1,2969,3,989.6666666666666
RFX2,3959,4,989.75
WFDC3,990,1,990
NOX3,1980,2,990
MRPL24,990,1,990
OTOP1,1981,2,990.5
SLC16A11,1981,2,990.5
CRIP3,991,1,991
IWS1,2973,3,991
TNNI3,992,1,992
PLOD1,2976,3,992
TRIM29,2977,3,992.3333333333334
NDRG2,2978,3,992.6666666666666
CTAG2,993,1,993
OR11H6,993,1,993
GNGT2,993,1,993
"NAT10",3973,4,993.25
KIRREL2,2980,3,993.3333333333334
CDK11A,2984,3,994.6666666666666
TTC12,2985,3,995
TEAD3,2986,3,995.3333333333334
FXR2,2987,3,995.6666666666666
RASA1,4979,5,995.8
IRF5,2988,3,996
BST1,1993,2,996.5
SLC9A3R1,1993,2,996.5
SRRT,2990,3,996.6666666666666
CTNNBL1,2990,3,996.6666666666666
ACKR2,2990,3,996.6666666666666
CSF1R,3989,4,997.25
ZNF839,2992,3,997.3333333333334
FBXO46,2993,3,997.6666666666666
EAF2,998,1,998
CSN1S1,998,1,998
NINL,4991,5,998.2
SEMA3G,4993,5,998.6
"NAA38",999,1,999
PSTPIP1,1998,2,999
CNTROB,3996,4,999
CYP11A1,2001,2,1000.5
FGF23,3002,3,1000.6666666666666
SECTM1,2003,2,1001.5
NUDT2,1002,1,1002
PMVK,1002,1,1002
CENPM,1002,1,1002
RPS21,1002,1,1002
SRSF11,4008,4,1002
SNAPC4,5010,5,1002
IQGAP3,6013,6,1002.1666666666666
KL,5014,5,1002.8
GLMN,2006,2,1003
IFNA14,1004,1,1004
CAPSL,1004,1,1004
MYL10,1004,1,1004
PKM,3016,3,1005.3333333333334
HMMR,3016,3,1005.3333333333334
TUBGCP2,5027,5,1005.4
OR4D2,2011,2,1005.5
KCNH3,4023,4,1005.75
TCF15,1006,1,1006
ATG9A,4025,4,1006.25
EFCC1,3019,3,1006.3333333333334
MAP3K19,5032,5,1006.4
ADRB2,2013,2,1006.5
DUSP1,2013,2,1006.5
B9D2,1007,1,1007
PMF1-BGLAP,1007,1,1007
RAD52,3023,3,1007.6666666666666
TM9SF4,4032,4,1008
FAM118B,2016,2,1008
CPN2,3025,3,1008.3333333333334
OR9A4,2018,2,1009
MRPL12,1009,1,1009
TTC36,1009,1,1009
EIF3M,5047,5,1009.4
CARD6,4038,4,1009.5
ATF4,2019,2,1009.5
ICAM5,3029,3,1009.6666666666666
NCSTN,3031,3,1010.3333333333334
ERICH6,2021,2,1010.5
HEXB,2021,2,1010.5
FMR1NB,1011,1,1011
MYH13,6067,6,1011.1666666666666
GFPT2,3034,3,1011.3333333333334
SCN3A,9102,9,1011.3333333333334
TRAIP,2023,2,1011.5
PLA2G4B,3035,3,1011.6666666666666
ABCD4,3035,3,1011.6666666666666
TREM2,1012,1,1012
ASAP3,4051,4,1012.75
COG1,4051,4,1012.75
LRRC4C,4054,4,1013.5
TIGD3,2028,2,1014
ARVCF,4056,4,1014
TOP1MT,2029,2,1014.5
CCNB1,2029,2,1014.5
TTC27,3044,3,1014.6666666666666
MNS1,2030,2,1015
RPGRIP1,4061,4,1015.25
TOR3A,2031,2,1015.5
PRPF6,3047,3,1015.6666666666666
GFM2,3047,3,1015.6666666666666
ZC3H15,2032,2,1016
OR3A2,2033,2,1016.5
DHX32,3050,3,1016.6666666666666
TAS2R39,1017,1,1017
NMB,1017,1,1017
HOXB1,2034,2,1017
CYP4F11,3051,3,1017
SCRN3,3052,3,1017.3333333333334
IL2RG,2035,2,1017.5
OBSL1,6105,6,1017.5
PCDH8,5088,5,1017.6
ACAD10,4071,4,1017.75
SPEM1,1018,1,1018
ZNF227,3055,3,1018.3333333333334
ELL,4074,4,1018.5
IL9R,2038,2,1019
CRYBB2,1019,1,1019
DLK2,2038,2,1019
PFKFB1,2039,2,1019.5
BCL2L14,2039,2,1019.5
KCP,5098,5,1019.6
RIN3,4079,4,1019.75
ZNF77,2040,2,1020
GPR84,2041,2,1020.5
CHERP,4084,4,1021
CPNE9,2042,2,1021
KRTAP5-11,1021,1,1021
ABHD8,2042,2,1021
SAA2,1022,1,1022
BARHL2,2044,2,1022
PIWIL2,5114,5,1022.8
ZC3H4,6143,6,1023.8333333333334
MYLIP,3072,3,1024
AEBP1,4097,4,1024.25
PCSK1N,1025,1,1025
A2ML1,5127,5,1025.4
SUMF2,2051,2,1025.5
SIN3B,5129,5,1025.8
TSSK3,1026,1,1026
SLC17A3,2052,2,1026
ODF1,1026,1,1026
DCAF8,4106,4,1026.5
SIRT1,4107,4,1026.75
ZNF544,4109,4,1027.25
CDH9,3082,3,1027.3333333333333
FOLH1,4110,4,1027.5
GMFG,1028,1,1028
ACTN3,3084,3,1028
SARS2,2057,2,1028.5
CCDC85A,4114,4,1028.5
MCAT,2057,2,1028.5
RAB40AL,1029,1,1029
TAAR8,1029,1,1029
OR4C13,1029,1,1029
TFAP2D,2058,2,1029
FMO3,2059,2,1029.5
SLC9C1,4119,4,1029.75
TMEM54,1030,1,1030
ISM1,3090,3,1030
RASSF1,2060,2,1030
CEP162,5155,5,1031
ADNP2,5157,5,1031.4
CDH5,4126,4,1031.5
OLFML3,2063,2,1031.5
KIF20A,3095,3,1031.6666666666667
MMRN2,4127,4,1031.75
HOXA9,2064,2,1032
GCC1,4128,4,1032
FCN3,1032,1,1032
SLCO1B7,2064,2,1032
METTL25,2064,2,1032
ZNF33A,6196,6,1032.6666666666667
TOPORS,4131,4,1032.75
NLRX1,4131,4,1032.75
CMTM7,2066,2,1033
MATN2,4133,4,1033.25
PRCC,2068,2,1034
DUOXA1,3102,3,1034
NFRKB,5173,5,1034.6
CR2,4139,4,1034.75
PASK,5174,5,1034.8
MEX3C,4142,4,1035.5
FBXL6,3108,3,1036
F7,3109,3,1036.3333333333333
SOAT2,2073,2,1036.5
GALE,2073,2,1036.5
IL23A,1037,1,1037
SPATA16,2074,2,1037
ZNF700,3113,3,1037.6666666666667
SLC47A2,3114,3,1038
GPRC5D,1038,1,1038
TAAR6,1038,1,1038
RAD54L,3114,3,1038
THAP4,2076,2,1038
NOBOX,2076,2,1038
RAC3,1038,1,1038
PTGIR,2078,2,1039
CNTN4,5198,5,1039.6
TSPAN16,1040,1,1040
ALK,6240,6,1040
PLA2G15,3121,3,1040.3333333333333
FNDC9,2083,2,1041.5
TLCD1,1042,1,1042
FABP1,2084,2,1042
NUDT14,1042,1,1042
C1orf56,2085,2,1042.5
SOX3,2085,2,1042.5
BRINP3,3128,3,1042.6666666666667
ETNPPL,2086,2,1043
ACOT12,2086,2,1043
TNFRSF11B,2087,2,1043.5
TFR2,3131,3,1043.6666666666667
IL27,1044,1,1044
ACVRL1,4177,4,1044.25
TEX11,3133,3,1044.3333333333333
ESYT1,4180,4,1045
ADCY7,6271,6,1045.1666666666667
POLR3B,4183,4,1045.75
OR5B3,1046,1,1046
PNRC1,2092,2,1046
SH3BP4,5231,5,1046.2
NPR1,4185,4,1046.25
TAAR9,1047,1,1047
CLEC14A,2094,2,1047
EEF1E1,1047,1,1047
CCDC88B,5235,5,1047
TBC1D8,4190,4,1047.5
CCDC137,2095,2,1047.5
ZSCAN1,2095,2,1047.5
GPHN,4193,4,1048.25
RNF135,2098,2,1049
DNASE1L3,2099,2,1049.5
UGT2B4,2100,2,1050
FCGR3A,2100,2,1050
SLC22A24,2101,2,1050.5
PRKAA1,5254,5,1050.8
CRY2,4204,4,1051
CARD16,1051,1,1051
ANO10,3155,3,1051.6666666666667
CDKN2A,1052,1,1052
CPSF3,3157,3,1052.3333333333333
KCNJ12,5263,5,1052.6
ZNF750,3158,3,1052.6666666666667
PPP1R9B,4212,4,1053
TMEM115,2107,2,1053.5
PAK6,4215,4,1053.75
PPP2R5D,3162,3,1054
SNRPC,1054,1,1054
PITPNM1,4217,4,1054.25
SGSM3,4218,4,1054.5
CHD3,7385,7,1055
UNC93A,2111,2,1055.5
PCGF1,1056,1,1056
IGSF23,1056,1,1056
UBA3,2112,2,1056
SYCE1L,1057,1,1057
HSBP1L1,1057,1,1057
"NAGS",2114,2,1057
BHLHE23,1057,1,1057
LIN7B,1057,1,1057
MOB2,3174,3,1058
OR4C6,1058,1,1058
NFU1,1058,1,1058
CILP2,4234,4,1058.5
RGS20,2117,2,1058.5
YARS2,2117,2,1058.5
EIF3I,3176,3,1058.6666666666667
CDCA7,3176,3,1058.6666666666667
ANHX,2118,2,1059
CEACAM20,2119,2,1059.5
MAPK8IP1,3180,3,1060
NKX2-2,2123,2,1061.5
WDR25,2123,2,1061.5
OCSTAMP,2123,2,1061.5
PNPLA7,5308,5,1061.6
KCTD4,2124,2,1062
FCN2,1062,1,1062
CUZD1,2125,2,1062.5
ADAMTS10,4251,4,1062.75
PDZRN3,4251,4,1062.75
VAMP2,2126,2,1063
THSD1,3189,3,1063
OR4C12,1063,1,1063
DDOST,2126,2,1063
PER2,6380,6,1063.3333333333333
ZNF189,3192,3,1064
SNW1,2129,2,1064.5
CIZ1,4259,4,1064.75
GRN,2130,2,1065
DDO,2130,2,1065
OR51T1,1065,1,1065
OR52D1,1065,1,1065
OSBP2,4261,4,1065.25
TERF2IP,2131,2,1065.5
ARL1,3197,3,1065.6666666666667
ABHD14A,1066,1,1066
PDCD10,2133,2,1066.5
TOPAZ1,5334,5,1066.8
NTHL1,1067,1,1067
SMARCAL1,3201,3,1067
SCAF4,4269,4,1067.25
GSDMA,2135,2,1067.5
FRMD7,3203,3,1067.6666666666667
KBTBD13,3203,3,1067.6666666666667
TMC1,5340,5,1068
FSCN3,2137,2,1068.5
MCIDAS,2137,2,1068.5
ERV3-1,3206,3,1068.6666666666667
TPCN1,5345,5,1069
PBXIP1,3207,3,1069
HTR3E,2139,2,1069.5
RPL8,1070,1,1070
PSMG2,1070,1,1070
CAPZA3,1070,1,1070
CDKN3,1070,1,1070
IGSF10,8562,8,1070.25
KRT4,2141,2,1070.5
DUT,2141,2,1070.5
SCCPDH,2141,2,1070.5
IGSF22,4285,4,1071.25
RBM44,5358,5,1071.6
NFE4,1072,1,1072
ZNF513,2144,2,1072
ALDH3A1,2144,2,1072
RPL3L,2145,2,1072.5
EIF2B4,4293,4,1073.25
PARG,4294,4,1073.5
PTPN21,6443,6,1073.8333333333333
THBS4,3222,3,1074
RAB41,1074,1,1074
COL4A2,6446,6,1074.3333333333333
CYLC2,2149,2,1074.5
NCOA5,3224,3,1074.6666666666667
AMPH,3224,3,1074.6666666666667
TTC26,4299,4,1074.75
HEPACAM,3225,3,1075
RBMXL2,2151,2,1075.5
SLC22A6,2151,2,1075.5
DCAF11,4304,4,1076
GNMT,1076,1,1076
BCAR3,3229,3,1076.3333333333333
SEZ6,4306,4,1076.5
PUM1,5385,5,1077
CPTP,2154,2,1077
PRPS1L1,1077,1,1077
VKORC1,1077,1,1077
UHRF1,4309,4,1077.25
PRDM13,3232,3,1077.3333333333333
TMPPE,4310,4,1077.5
AKAP8,4311,4,1077.75
PHC1,5390,5,1078
SIGLEC10,3234,3,1078
TJAP1,4312,4,1078
CCDC8,3236,3,1078.6666666666667
PDCD11,6477,6,1079.5
RTL1,5398,5,1079.6
APEX2,3239,3,1079.6666666666667
USH1C,3241,3,1080.3333333333333
TUBB6,2163,2,1081.5
KRT10,2163,2,1081.5
PPP2R5A,3245,3,1081.6666666666667
OR4Q3,2165,2,1082.5
ARSF,2165,2,1082.5
SAMM50,3248,3,1082.6666666666667
LRRIQ1,5414,5,1082.8
DCTN1,5414,5,1082.8
SEMA4A,3249,3,1083
TNFRSF18,1083,1,1083
GPR137,2166,2,1083
PCDH19,9756,9,1084
ZFAND2A,1084,1,1084
CD6,3252,3,1084
UPK3A,1084,1,1084
TOB2,4337,4,1084.25
PIPOX,2169,2,1084.5
DOLPP1,2169,2,1084.5
COL9A1,4339,4,1084.75
PLEKHH3,4339,4,1084.75
ZFC3H1,7597,7,1085.2857142857142
TNFRSF1A,2171,2,1085.5
FGD1,4343,4,1085.75
AGAP2,5430,5,1086
RELT,4346,4,1086.5
XBP1,2173,2,1086.5
MFSD10,2173,2,1086.5
EFR3A,5433,5,1086.6
FBXO43,3260,3,1086.6666666666667
FANCD2OS,1087,1,1087
FADS6,2174,2,1087
C16orf78,1087,1,1087
NUCB2,3262,3,1087.3333333333333
REXO2,1088,1,1088
APOA1,1088,1,1088
FOXI2,3264,3,1088
ARHGAP33,4352,4,1088
HOXB8,2176,2,1088
ACTN1,5441,5,1088.2
MAGED2,2177,2,1088.5
C7orf26,2178,2,1089
RLN3,1089,1,1089
DCAF4L2,3269,3,1089.6666666666667
ZNF502,3270,3,1090
PRSS57,1090,1,1090
NEFM,3271,3,1090.3333333333333
PLCD1,3271,3,1090.3333333333333
NPAS4,3272,3,1090.6666666666667
DDX19B,3275,3,1091.6666666666667
RPP25L,1092,1,1092
SURF1,1092,1,1092
BRSK1,3277,3,1092.3333333333333
POC5,2185,2,1092.5
GEM,2187,2,1093.5
ITIH4,3282,3,1094
OR52L1,1094,1,1094
LSG1,3283,3,1094.3333333333333
HVCN1,2189,2,1094.5
GCKR,2189,2,1094.5
DDX54,4380,4,1095
ZFYVE1,4380,4,1095
INTS5,3285,3,1095
OR7D2,3286,3,1095.3333333333333
JPH3,4382,4,1095.5
BOLA1,1096,1,1096
NUDT7,1096,1,1096
OR51Q1,1096,1,1096
PLS3,3288,3,1096
FANCF,3291,3,1097
FABP3,1097,1,1097
ALYREF,1097,1,1097
YIF1A,1097,1,1097
REPIN1,3292,3,1097.3333333333333
PRAM1,2195,2,1097.5
MSX2,2195,2,1097.5
HAUS1,1098,1,1098
DSCR4,1098,1,1098
CFAP221,3294,3,1098
BCAN,3297,3,1099
PAF1,2200,2,1100
CUEDC2,1100,1,1100
KRTAP10-10,1100,1,1100
DPPA3,1100,1,1100
WDR6,4401,4,1100.25
GAL3ST3,3301,3,1100.3333333333333
ABCA3,6602,6,1100.3333333333333
TNFSF11,2201,2,1100.5
TRAF3IP3,3302,3,1100.6666666666667
OTUD1,3303,3,1101
FOXR1,1101,1,1101
KERA,2203,2,1101.5
RGS12,5512,5,1102.4
PLP2,1103,1,1103
CLCA1,3310,3,1103.3333333333333
CYTIP,2207,2,1103.5
TRMT12,2207,2,1103.5
VWF,8830,8,1103.75
HEATR3,4416,4,1104
TCEAL6,1104,1,1104
RIN1,4419,4,1104.75
OR10G2,1105,1,1105
FGFBP2,1105,1,1105
SUCLA2,3317,3,1105.6666666666667
PRSS21,1106,1,1106
